TestId,ESVId,Kingdom,Phylum,Class,Order,Family,Genus,Species,Accession,PercMatch
ArthCOI,ESV_005670,Eukaryota,Arthropoda,Insecta,Lepidoptera,Erebidae,Hypena,Hypena scabra,GU093957,98.7
ArthCOI,ESV_005648,Eukaryota,Arthropoda,Insecta,Lepidoptera,Erebidae,Hypena,Hypena scabra,MF128044,100
ArthCOI,ESV_005648,Eukaryota,Arthropoda,Insecta,Lepidoptera,Erebidae,Hypena,Hypena scabra,KR453102,100
ArthCOI,ESV_005648,Eukaryota,Arthropoda,Insecta,Lepidoptera,Erebidae,Hypena,Hypena scabra,GU438340,100
ArthCOI,ESV_005648,Eukaryota,Arthropoda,Insecta,Lepidoptera,Erebidae,Hypena,Hypena scabra,GU093962,100
ArthCOI,ESV_061901,Eukaryota,Arthropoda,Insecta,Lepidoptera,Erebidae,Zale,Zale lunata,JF855543,100
ArthCOI,ESV_061901,Eukaryota,Arthropoda,Insecta,Lepidoptera,Erebidae,Zale,Zale lunata,JF855517,100
ArthCOI,ESV_061901,Eukaryota,Arthropoda,Insecta,Lepidoptera,Erebidae,Zale,Zale lunata,GU088112,100
ArthCOI,ESV_000224,Eukaryota,Discosea,unk_class,Longamoebia,Acanthamoebidae,Acanthamoeba,Acanthamoeba sp.,MH124198,89
ArthCOI,ESV_000224,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,Thalassiosira pseudonana,DQ186202,89
ArthCOI,ESV_040640,Eukaryota,Arthropoda,Insecta,Plecoptera,Perlidae,Perla,Perla grandis,MT482864,91.1
ArthCOI,ESV_040640,Eukaryota,Arthropoda,Insecta,Orthoptera,Tettigoniidae,Phlesirtes,Phlesirtes sp. SK-2016a,LT634615,90.4
ArthCOI,ESV_040640,Eukaryota,Arthropoda,Insecta,Orthoptera,Tettigoniidae,Paratlanticus,Paratlanticus ussuriensis,KY963271,90.4
ArthCOI,ESV_040640,Eukaryota,Arthropoda,Insecta,Plecoptera,Capniidae,Capnia,Capnia pygmaea,KF809172,91.1
ArthCOI,ESV_040640,Eukaryota,Arthropoda,Insecta,Ephemeroptera,Palingeniidae,Pentagenia,Pentagenia vittigera,JQ662240,90.4
ArthCOI,ESV_040640,Eukaryota,Arthropoda,Insecta,Ephemeroptera,Palingeniidae,Pentagenia,Pentagenia vittigera,HQ568768,90.4
ArthCOI,ESV_040640,Eukaryota,Arthropoda,Insecta,Orthoptera,Tettigoniidae,Montana,Montana montana,EF540829,90.4
ArthCOI,ESV_069359,Eukaryota,Arthropoda,Insecta,Hemiptera,Tingidae,Corythucha,Corythucha marmorata,NC_044420,94.9
ArthCOI,ESV_069359,Eukaryota,Arthropoda,Insecta,Hemiptera,Tingidae,Corythucha,Corythucha marmorata,MG398140,94.9
ArthCOI,ESV_069359,Eukaryota,Arthropoda,Insecta,Hemiptera,Tingidae,Corythucha,Corythucha marmorata,MF934985,95.5
ArthCOI,ESV_069359,Eukaryota,Arthropoda,Insecta,Hemiptera,Tingidae,Corythucha,Corythucha marmorata,KR581533,94.9
ArthCOI,ESV_069359,Eukaryota,Arthropoda,Insecta,Hemiptera,Tingidae,Corythucha,Corythucha marmorata,KR576935,95.5
ArthCOI,ESV_069359,Eukaryota,Arthropoda,Insecta,Hemiptera,Tingidae,Corythucha,Corythucha sp. HP28,KC513202,95.5
ArthCOI,ESV_069358,Eukaryota,Arthropoda,Insecta,Neuroptera,Chrysopidae,Chrysopa,Chrysopa nigricornis,MG378382,98.7
ArthCOI,ESV_069358,Eukaryota,Arthropoda,Insecta,Neuroptera,Chrysopidae,Chrysopa,Chrysopa nigricornis,JF839737,98.7
ArthCOI,ESV_069357,Eukaryota,Arthropoda,Insecta,Lepidoptera,Gelechiidae,Teleiopsis,Teleiopsis terebinthinella,MN806806,98.1
ArthCOI,ESV_069357,Eukaryota,Arthropoda,Insecta,Lepidoptera,Depressariidae,Agonopterix,Agonopterix kaekeritziana,MK585845,98.1
ArthCOI,ESV_069357,Eukaryota,Arthropoda,Insecta,Lepidoptera,Depressariidae,Agonopterix,Agonopterix sp. NHMW2 Lep 0080,MK585842,98.1
ArthCOI,ESV_069357,Eukaryota,Arthropoda,Insecta,Lepidoptera,Depressariidae,Agonopterix,Agonopterix bipunctosa,MK585829,98.7
ArthCOI,ESV_069357,Eukaryota,Arthropoda,Insecta,Lepidoptera,Depressariidae,Agonopterix,Agonopterix squamosa,MK585828,98.7
ArthCOI,ESV_069357,Eukaryota,Arthropoda,Insecta,Lepidoptera,Depressariidae,Agonopterix,Agonopterix sp. MFN-29197-B03,MK585826,98.1
ArthCOI,ESV_069357,Eukaryota,Arthropoda,Insecta,Lepidoptera,Erebidae,,,MK019794,98.1
ArthCOI,ESV_069357,Eukaryota,Arthropoda,Insecta,Lepidoptera,Uraniidae,,,MK019771,98.1
ArthCOI,ESV_069357,Eukaryota,Arthropoda,Insecta,Lepidoptera,Depressariidae,Agonopterix,Agonopterix oregonensis,MG364587,98.1
ArthCOI,ESV_069357,Eukaryota,Arthropoda,Insecta,Lepidoptera,Geometridae,Cyclophora,Cyclophora dataria,MG364545,98.1
ArthCOI,ESV_069357,Eukaryota,Arthropoda,Insecta,Lepidoptera,Geometridae,Cyclophora,Cyclophora dataria,MG359666,98.1
ArthCOI,ESV_069357,Eukaryota,Arthropoda,Insecta,Lepidoptera,Depressariidae,Agonopterix,Agonopterix pseudoferulae,KY754266,98.1
ArthCOI,ESV_069357,Eukaryota,Arthropoda,Insecta,Lepidoptera,Depressariidae,Agonopterix,Agonopterix squamosa,KY754254,98.1
ArthCOI,ESV_069357,Eukaryota,Arthropoda,Insecta,Lepidoptera,Depressariidae,Agonopterix,Agonopterix straminella,KY754230,98.1
ArthCOI,ESV_069357,Eukaryota,Arthropoda,Insecta,Lepidoptera,Geometridae,Cyclophora,Cyclophora ruficiliaria,KU379753,98.1
ArthCOI,ESV_069357,Eukaryota,Arthropoda,Insecta,Lepidoptera,Depressariidae,Agonopterix,Agonopterix eupatoriiella,KR452974,98.7
ArthCOI,ESV_069357,Eukaryota,Arthropoda,Insecta,Lepidoptera,Depressariidae,Agonopterix,Agonopterix mendesi,KP976167,98.1
ArthCOI,ESV_069357,Eukaryota,Arthropoda,Insecta,Lepidoptera,Depressariidae,Agonopterix,Agonopterix rotundella,KP976145,98.1
ArthCOI,ESV_069357,Eukaryota,Arthropoda,Insecta,Lepidoptera,Oecophoridae,Thema,Thema xiphochrysa,KF404787,98.1
ArthCOI,ESV_069357,Eukaryota,Arthropoda,Insecta,Lepidoptera,Xyloryctidae,Illidgea,Illidgea sp. ANIC5,KF403364,98.1
ArthCOI,ESV_069357,Eukaryota,Arthropoda,Insecta,Lepidoptera,Gelechiidae,Pexicopia,Pexicopia sp. ANIC10,KF393246,98.1
ArthCOI,ESV_069357,Eukaryota,Arthropoda,Insecta,Lepidoptera,Gelechiidae,Pexicopia,Pexicopia sp. ANIC11,KF390881,98.1
ArthCOI,ESV_069357,Eukaryota,Arthropoda,Insecta,Lepidoptera,Gelechiidae,Pectinophora,Pectinophora scutigera,KF390663,98.1
ArthCOI,ESV_069357,Eukaryota,Arthropoda,Insecta,Lepidoptera,Gelechiidae,Pexicopia,Pexicopia sp. ANIC12,KF389420,98.1
ArthCOI,ESV_069357,Eukaryota,Arthropoda,Insecta,Lepidoptera,Depressariidae,Agonopterix,Agonopterix atomella,JN266642,98.1
ArthCOI,ESV_069357,Eukaryota,Arthropoda,Insecta,Lepidoptera,Depressariidae,Agonopterix,Agonopterix broennoeensis,JF853808,98.1
ArthCOI,ESV_069357,Eukaryota,Arthropoda,Insecta,Lepidoptera,Depressariidae,Agonopterix,Agonopterix assimilella,HQ968926,98.1
ArthCOI,ESV_069357,Eukaryota,Arthropoda,Insecta,Lepidoptera,Depressariidae,Agonopterix,Agonopterix assimilella,HQ968925,98.1
ArthCOI,ESV_069357,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,,,HM892668,98.7
ArthCOI,ESV_069356,Eukaryota,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Asterocampa,Asterocampa celtis,JF855361,99.4
ArthCOI,ESV_069356,Eukaryota,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Asterocampa,Asterocampa idyja,GQ864738,98.7
ArthCOI,ESV_069355,Eukaryota,Arthropoda,Insecta,Hemiptera,Tingidae,Corythucha,Corythucha sp. BIOUG31018-F05,MG399960,94.9
ArthCOI,ESV_069355,Eukaryota,Arthropoda,Insecta,Hemiptera,Tingidae,Corythucha,Corythucha sp. BIOUG31057-C05,MG399838,94.9
ArthCOI,ESV_069355,Eukaryota,Arthropoda,Insecta,Hemiptera,Tingidae,Corythucha,Corythucha marmorata,MG398140,95.5
ArthCOI,ESV_069355,Eukaryota,Arthropoda,Insecta,Hemiptera,Tingidae,Corythucha,Corythucha marmorata,MF934985,94.9
ArthCOI,ESV_069355,Eukaryota,Arthropoda,Insecta,Hemiptera,Tingidae,Corythucha,Corythucha marmorata,KT706403,94.9
ArthCOI,ESV_069355,Eukaryota,Arthropoda,Insecta,Hemiptera,Tingidae,Corythucha,Corythucha marmorata,KR576935,94.9
ArthCOI,ESV_069355,Eukaryota,Arthropoda,Insecta,Hemiptera,Tingidae,Corythucha,Corythucha sp. HP28,KC513202,94.9
ArthCOI,ESV_069354,Eukaryota,Arthropoda,Insecta,Hymenoptera,Tenthredinidae,Monophadnoides,Monophadnoides geniculatus,MH169640,94.3
ArthCOI,ESV_069354,Eukaryota,Arthropoda,Insecta,Hymenoptera,Tenthredinidae,,,MG376315,94.3
ArthCOI,ESV_069354,Eukaryota,Arthropoda,Insecta,Hymenoptera,Tenthredinidae,,,KR796325,94.3
ArthCOI,ESV_069354,Eukaryota,Arthropoda,Insecta,Hymenoptera,Tenthredinidae,,,KR366254,94.3
ArthCOI,ESV_069354,Eukaryota,Arthropoda,Insecta,Hymenoptera,Tenthredinidae,,,KM558182,94.3
ArthCOI,ESV_069353,Eukaryota,Arthropoda,Insecta,Diptera,Chironomidae,,,MG304307,93
ArthCOI,ESV_069353,Eukaryota,Arthropoda,Insecta,Diptera,Chironomidae,,,MG300690,93.6
ArthCOI,ESV_069353,Eukaryota,Arthropoda,Insecta,Diptera,Chironomidae,,,MG181145,93.6
ArthCOI,ESV_069353,Eukaryota,Arthropoda,Insecta,Diptera,Chironomidae,,,MG180628,93.6
ArthCOI,ESV_069353,Eukaryota,Arthropoda,Insecta,Diptera,Chironomidae,,,MG180522,93.6
ArthCOI,ESV_069353,Eukaryota,Arthropoda,Insecta,Diptera,Chironomidae,,,MG179843,93.6
ArthCOI,ESV_069353,Eukaryota,Arthropoda,Insecta,Diptera,Chironomidae,,,MG179821,93.6
ArthCOI,ESV_069353,Eukaryota,Arthropoda,Insecta,Diptera,Chironomidae,,,MG179377,93.6
ArthCOI,ESV_069353,Eukaryota,Arthropoda,Insecta,Diptera,Chironomidae,,,MG179335,93.6
ArthCOI,ESV_069353,Eukaryota,Arthropoda,Insecta,Diptera,Chironomidae,,,MG178932,93.6
ArthCOI,ESV_069353,Eukaryota,Arthropoda,Insecta,Diptera,Chironomidae,,,MG178792,93.6
ArthCOI,ESV_069353,Eukaryota,Arthropoda,Insecta,Diptera,Chironomidae,,,MG178780,93.6
ArthCOI,ESV_069353,Eukaryota,Arthropoda,Insecta,Diptera,Chironomidae,,,MG178541,93.6
ArthCOI,ESV_069353,Eukaryota,Arthropoda,Insecta,Diptera,Chironomidae,,,MG177305,93
ArthCOI,ESV_069353,Eukaryota,Arthropoda,Insecta,Diptera,Chironomidae,,,MG176836,93.6
ArthCOI,ESV_069353,Eukaryota,Arthropoda,Insecta,Diptera,Chironomidae,,,MG176105,93.6
ArthCOI,ESV_069353,Eukaryota,Arthropoda,Insecta,Diptera,Chironomidae,,,MG175727,93.6
ArthCOI,ESV_069353,Eukaryota,Arthropoda,Insecta,Diptera,Chironomidae,,,MG175150,93.6
ArthCOI,ESV_069353,Eukaryota,Arthropoda,Insecta,Diptera,Chironomidae,,,MG174329,93.6
ArthCOI,ESV_069353,Eukaryota,Arthropoda,Insecta,Diptera,Chironomidae,,,MG174292,93.6
ArthCOI,ESV_069353,Eukaryota,Arthropoda,Insecta,Diptera,Chironomidae,,,MG173985,93
ArthCOI,ESV_069353,Eukaryota,Arthropoda,Insecta,Diptera,Chironomidae,,,MG172892,93.6
ArthCOI,ESV_069353,Eukaryota,Arthropoda,Insecta,Diptera,Chironomidae,,,MG172225,93.6
ArthCOI,ESV_069353,Eukaryota,Arthropoda,Insecta,Diptera,Chironomidae,,,MG171818,93.6
ArthCOI,ESV_069353,Eukaryota,Arthropoda,Insecta,Diptera,Chironomidae,,,MG171816,93.6
ArthCOI,ESV_069353,Eukaryota,Arthropoda,Insecta,Diptera,Chironomidae,,,MG171805,93.6
ArthCOI,ESV_069353,Eukaryota,Arthropoda,Insecta,Diptera,Chironomidae,,,MG171437,93.6
ArthCOI,ESV_069353,Eukaryota,Arthropoda,Insecta,Diptera,Chironomidae,,,MG148263,93.6
ArthCOI,ESV_069353,Eukaryota,Arthropoda,Insecta,Diptera,Chironomidae,,,MG147183,93.6
ArthCOI,ESV_069353,Eukaryota,Arthropoda,Insecta,Diptera,Chironomidae,,,MG146276,93.6
ArthCOI,ESV_069353,Eukaryota,Arthropoda,Insecta,Diptera,Chironomidae,,,MG145944,93.6
ArthCOI,ESV_069353,Eukaryota,Arthropoda,Insecta,Diptera,Chironomidae,,,MG145697,93.6
ArthCOI,ESV_069353,Eukaryota,Arthropoda,Insecta,Diptera,Chironomidae,,,MG145611,93.6
ArthCOI,ESV_069353,Eukaryota,Arthropoda,Insecta,Diptera,Chironomidae,,,MG143659,93.6
ArthCOI,ESV_069353,Eukaryota,Arthropoda,Insecta,Diptera,Chironomidae,,,MG142938,93.6
ArthCOI,ESV_069353,Eukaryota,Arthropoda,Insecta,Diptera,Chironomidae,,,MG142890,93.6
ArthCOI,ESV_069353,Eukaryota,Arthropoda,Insecta,Diptera,Chironomidae,,,MG142256,93.6
ArthCOI,ESV_069353,Eukaryota,Arthropoda,Insecta,Diptera,Chironomidae,,,MG140984,93.6
ArthCOI,ESV_069353,Eukaryota,Arthropoda,Insecta,Diptera,Chironomidae,,,MG140645,93.6
ArthCOI,ESV_069353,Eukaryota,Arthropoda,Insecta,Diptera,Chironomidae,,,MG138923,93.6
ArthCOI,ESV_069353,Eukaryota,Arthropoda,Insecta,Diptera,Chironomidae,,,MF827754,93
ArthCOI,ESV_069353,Eukaryota,Arthropoda,Insecta,Diptera,Chironomidae,,,MF824988,93
ArthCOI,ESV_069353,Eukaryota,Arthropoda,Insecta,Diptera,Chironomidae,,,MF823287,93
ArthCOI,ESV_069353,Eukaryota,Arthropoda,Insecta,Diptera,Chironomidae,,,MF822798,93
ArthCOI,ESV_069353,Eukaryota,Arthropoda,Insecta,Diptera,Chironomidae,,,MF822191,93
ArthCOI,ESV_069353,Eukaryota,Arthropoda,Insecta,Diptera,Chironomidae,,,MF821878,93
ArthCOI,ESV_069353,Eukaryota,Arthropoda,Insecta,Diptera,Chironomidae,,,MF821802,93
ArthCOI,ESV_069353,Eukaryota,Arthropoda,Insecta,Diptera,Chironomidae,,,KT110242,93.6
ArthCOI,ESV_069353,Eukaryota,Arthropoda,Insecta,Diptera,Chironomidae,,,KT106021,93.6
ArthCOI,ESV_069353,Eukaryota,Arthropoda,Insecta,Diptera,Chironomidae,,,KR765185,93
ArthCOI,ESV_069353,Eukaryota,Arthropoda,Insecta,Diptera,Chironomidae,,,KR756503,93.6
ArthCOI,ESV_069353,Eukaryota,Arthropoda,Insecta,Diptera,Chironomidae,,,KR753821,93
ArthCOI,ESV_069353,Eukaryota,Arthropoda,Insecta,Diptera,Chironomidae,,,KR749773,93
ArthCOI,ESV_069353,Eukaryota,Arthropoda,Insecta,Diptera,Chironomidae,,,KR682633,93.6
ArthCOI,ESV_069353,Eukaryota,Arthropoda,Insecta,Diptera,Chironomidae,,,KR672379,93.6
ArthCOI,ESV_069353,Eukaryota,Arthropoda,Insecta,Diptera,Chironomidae,,,KR657036,93.6
ArthCOI,ESV_069353,Eukaryota,Arthropoda,Insecta,Diptera,Chironomidae,,,KR656279,93.6
ArthCOI,ESV_069353,Eukaryota,Arthropoda,Insecta,Diptera,Chironomidae,,,KR617340,93
ArthCOI,ESV_069353,Eukaryota,Arthropoda,Insecta,Diptera,Chironomidae,,,KR288451,93.6
ArthCOI,ESV_069353,Eukaryota,Arthropoda,Insecta,Diptera,Chironomidae,,,KR287287,93.6
ArthCOI,ESV_069353,Eukaryota,Arthropoda,Insecta,Diptera,Chironomidae,,,KR284607,93.6
ArthCOI,ESV_069353,Eukaryota,Arthropoda,Insecta,Diptera,Chironomidae,,,KR282393,93.6
ArthCOI,ESV_069353,Eukaryota,Arthropoda,Insecta,Diptera,Psychodidae,Phlebotomus,Phlebotomus cf. lesleyae LES.F.1-3,KR020551,93
ArthCOI,ESV_069353,Eukaryota,Arthropoda,Insecta,Diptera,Psychodidae,Phlebotomus,Phlebotomus cf. lesleyae LES.F.1-2,KR020550,93
ArthCOI,ESV_069353,Eukaryota,Arthropoda,Insecta,Diptera,Chironomidae,,,JN308177,93.6
ArthCOI,ESV_069353,Eukaryota,Arthropoda,Insecta,Diptera,Chironomidae,,,JF879795,93.6
ArthCOI,ESV_069353,Eukaryota,Arthropoda,Insecta,Diptera,Chironomidae,Nanocladius,Nanocladius shigaensis,AB849494,93
ArthCOI,ESV_069353,Eukaryota,Arthropoda,Insecta,Diptera,Chironomidae,Nanocladius,Nanocladius shigaensis,AB849491,93
ArthCOI,ESV_069352,Eukaryota,Arthropoda,Insecta,Hemiptera,Aphididae,Tinocallis,Tinocallis ulmifolii,MF838218,95.5
ArthCOI,ESV_069352,Eukaryota,Arthropoda,Insecta,Hemiptera,Aphididae,Tinocallis,Tinocallis ulmifolii,JF883907,96.2
ArthCOI,ESV_069352,Eukaryota,Arthropoda,Insecta,Hemiptera,Aphididae,Tinocallis,Tinocallis ulmifolii,HQ970704,95.5
ArthCOI,ESV_069351,Eukaryota,Arthropoda,Insecta,Hymenoptera,Tenthredinidae,Monophadnoides,Monophadnoides geniculatus,MH169640,94.9
ArthCOI,ESV_069351,Eukaryota,Arthropoda,Insecta,Hymenoptera,Tenthredinidae,,,MG376315,94.9
ArthCOI,ESV_069351,Eukaryota,Arthropoda,Insecta,Hymenoptera,Tenthredinidae,,,KR796325,94.9
ArthCOI,ESV_069351,Eukaryota,Arthropoda,Insecta,Hymenoptera,Tenthredinidae,,,KR366254,94.9
ArthCOI,ESV_069351,Eukaryota,Arthropoda,Insecta,Hymenoptera,Tenthredinidae,,,KM558182,94.9
ArthCOI,ESV_069285,Eukaryota,Arthropoda,Insecta,Hemiptera,Tingidae,Corythucha,Corythucha marmorata,NC_044420,94.3
ArthCOI,ESV_069285,Eukaryota,Arthropoda,Insecta,Hemiptera,Tingidae,Corythucha,Corythucha marmorata,MG398140,94.3
ArthCOI,ESV_069285,Eukaryota,Arthropoda,Insecta,Hemiptera,Tingidae,Corythucha,Corythucha marmorata,MF934985,94.9
ArthCOI,ESV_069285,Eukaryota,Arthropoda,Insecta,Hemiptera,Tingidae,Corythucha,Corythucha marmorata,KR581533,94.3
ArthCOI,ESV_069285,Eukaryota,Arthropoda,Insecta,Hemiptera,Tingidae,Corythucha,Corythucha marmorata,KR576935,94.9
ArthCOI,ESV_069285,Eukaryota,Arthropoda,Insecta,Hemiptera,Tingidae,Corythucha,Corythucha sp. HP28,KC513202,94.9
ArthCOI,ESV_055630,Eukaryota,Arthropoda,Insecta,Neuroptera,Chrysopidae,Chrysopa,Chrysopa nigricornis,MG378382,100
ArthCOI,ESV_055630,Eukaryota,Arthropoda,Insecta,Neuroptera,Chrysopidae,Chrysopa,Chrysopa nigricornis,JF839737,100
ArthCOI,ESV_069350,Eukaryota,Arthropoda,Insecta,Hemiptera,Cicadellidae,Driotura,Driotura robusta,KR042933,99.4
ArthCOI,ESV_069349,Eukaryota,Arthropoda,Insecta,Hemiptera,Cicadellidae,Driotura,Driotura robusta,KR042933,98.1
ArthCOI,ESV_069348,Eukaryota,Arthropoda,Insecta,Hemiptera,Cicadellidae,Driotura,Driotura robusta,KR042933,98.7
ArthCOI,ESV_069347,Eukaryota,Arthropoda,Insecta,Lepidoptera,Geometridae,Chlorochlamys,Chlorochlamys sp. BOLD:AAA7313,KT708396,100
ArthCOI,ESV_069347,Eukaryota,Arthropoda,Insecta,Lepidoptera,Geometridae,Chlorochlamys,Chlorochlamys chloroleucaria,KT145526,100
ArthCOI,ESV_069347,Eukaryota,Arthropoda,Insecta,Lepidoptera,Geometridae,Chlorochlamys,Chlorochlamys chloroleucaria,HQ985833,100
ArthCOI,ESV_069347,Eukaryota,Arthropoda,Insecta,Lepidoptera,Geometridae,Chlorochlamys,Chlorochlamys appellaria,HM392379,100
ArthCOI,ESV_055046,Eukaryota,Arthropoda,Insecta,Lepidoptera,Crambidae,Udea,Udea rubigalis,MG357374,100
ArthCOI,ESV_055046,Eukaryota,Arthropoda,Insecta,Lepidoptera,Crambidae,Udea,Udea rubigalis,KT132330,100
ArthCOI,ESV_055046,Eukaryota,Arthropoda,Insecta,Lepidoptera,Crambidae,Udea,Udea rubigalis,KR453584,100
ArthCOI,ESV_055046,Eukaryota,Arthropoda,Insecta,Lepidoptera,Crambidae,Udea,Udea rubigalis,JN305879,100
ArthCOI,ESV_055046,Eukaryota,Arthropoda,Insecta,Lepidoptera,,,,GU691696,100
ArthCOI,ESV_069346,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Maliattha,Maliattha synochitis,MW352893,98.1
ArthCOI,ESV_069346,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,,,KX862856,98.1
ArthCOI,ESV_069346,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,,,KX860723,98.1
ArthCOI,ESV_069346,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Maliattha,Maliattha synochitis,KR453987,98.1
ArthCOI,ESV_069346,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Maliattha,Maliattha synochitis,KJ392404,98.1
ArthCOI,ESV_069346,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Maliattha,Maliattha synochitis,KJ384898,98.1
ArthCOI,ESV_069346,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Maliattha,Maliattha synochitis,HM427910,98.7
ArthCOI,ESV_069346,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Maliattha,Maliattha synochitis,GU438473,98.1
ArthCOI,ESV_069346,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Maliattha,Maliattha concinnimacula,GU438471,98.7
ArthCOI,ESV_069346,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Maliattha,Maliattha synochitis,GU094645,98.7
ArthCOI,ESV_069345,Eukaryota,Arthropoda,Insecta,Lepidoptera,Crambidae,Omiodes,Omiodes indicata,MH417014,96.8
ArthCOI,ESV_069345,Eukaryota,Arthropoda,Insecta,Lepidoptera,,,,KX053758,96.8
ArthCOI,ESV_069345,Eukaryota,Arthropoda,Insecta,Lepidoptera,,,,KX053747,96.8
ArthCOI,ESV_069345,Eukaryota,Arthropoda,Insecta,Lepidoptera,,,,KX053746,96.8
ArthCOI,ESV_069345,Eukaryota,Arthropoda,Insecta,Lepidoptera,,,,KX053736,96.8
ArthCOI,ESV_069345,Eukaryota,Arthropoda,Insecta,Lepidoptera,,,,KX053729,96.8
ArthCOI,ESV_069345,Eukaryota,Arthropoda,Insecta,Lepidoptera,,,,KX053684,96.8
ArthCOI,ESV_069345,Eukaryota,Arthropoda,Insecta,Lepidoptera,,,,KX053681,96.8
ArthCOI,ESV_069345,Eukaryota,Arthropoda,Insecta,Lepidoptera,,,,KX053680,96.8
ArthCOI,ESV_069345,Eukaryota,Arthropoda,Insecta,Lepidoptera,,,,KX053660,96.8
ArthCOI,ESV_069345,Eukaryota,Arthropoda,Insecta,Lepidoptera,,,,KX053659,96.8
ArthCOI,ESV_069345,Eukaryota,Arthropoda,Insecta,Lepidoptera,,,,KX053657,96.8
ArthCOI,ESV_069345,Eukaryota,Arthropoda,Insecta,Lepidoptera,,,,KX053656,96.8
ArthCOI,ESV_069345,Eukaryota,Arthropoda,Insecta,Lepidoptera,,,,KX053654,96.8
ArthCOI,ESV_069345,Eukaryota,Arthropoda,Insecta,Lepidoptera,,,,KX053650,96.8
ArthCOI,ESV_069345,Eukaryota,Arthropoda,Insecta,Lepidoptera,Crambidae,Omiodes,Omiodes diemenalis,HM900795,96.8
ArthCOI,ESV_069345,Eukaryota,Arthropoda,Insecta,Lepidoptera,Tortricidae,Sparganothis,Sparganothis pulcherrimana,HM427799,97.5
ArthCOI,ESV_069345,Eukaryota,Arthropoda,Insecta,Lepidoptera,Tortricidae,Sparganothis,Sparganothis tristriata,GU801246,96.8
ArthCOI,ESV_069344,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Maliattha,Maliattha synochitis,MW352893,98.7
ArthCOI,ESV_069344,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Maliattha,Maliattha synochitis,KR453987,98.7
ArthCOI,ESV_069344,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Maliattha,Maliattha synochitis,KJ392404,98.7
ArthCOI,ESV_069344,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Maliattha,Maliattha synochitis,KJ391362,98.1
ArthCOI,ESV_069344,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Maliattha,Maliattha synochitis,KJ384898,98.7
ArthCOI,ESV_069344,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Maliattha,Maliattha synochitis,HM428027,98.1
ArthCOI,ESV_069344,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Maliattha,Maliattha synochitis,HM427910,98.1
ArthCOI,ESV_069344,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Maliattha,Maliattha synochitis,GU438473,98.7
ArthCOI,ESV_069344,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Maliattha,Maliattha concinnimacula,GU438471,98.1
ArthCOI,ESV_069344,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Maliattha,Maliattha synochitis,GU094645,98.1
ArthCOI,ESV_069343,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Maliattha,Maliattha synochitis,MW352893,98.1
ArthCOI,ESV_069343,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Maliattha,Maliattha synochitis,KR453987,98.1
ArthCOI,ESV_069343,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Maliattha,Maliattha synochitis,KJ392404,98.1
ArthCOI,ESV_069343,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Maliattha,Maliattha synochitis,KJ391362,97.5
ArthCOI,ESV_069343,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Maliattha,Maliattha synochitis,KJ384898,98.1
ArthCOI,ESV_069343,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Maliattha,Maliattha synochitis,HM428027,97.5
ArthCOI,ESV_069343,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Maliattha,Maliattha synochitis,HM427910,97.5
ArthCOI,ESV_069343,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Maliattha,Maliattha concinnimacula,HM427896,97.5
