observed_on,user_name,quality_grade,lat,long,scientific_name,common_name,kingdom,phylum,class,order,family,genus
4/3/2023,Sam Moore,research,32.53028263,-97.34296653,Magdalis armicollis,Red Elm Bark Weevil,Animalia,Arthropoda,Insecta,Coleoptera,Curculionidae,Magdalis
4/3/2023,Sam Moore,needs_id,32.53028963,-97.34297046,Pseudopamera nitidula,,Animalia,Arthropoda,Insecta,Hemiptera,Rhyparochromidae,Pseudopamera
4/1/2023,,research,32.99354167,-97.58003833,Yucca rupicola,Twisted-leaf Yucca,Plantae,Tracheophyta,Liliopsida,Asparagales,Asparagaceae,Yucca
4/3/2023,Justin,research,32.62612167,-96.98852,Pardosa mercurialis,,Animalia,Arthropoda,Arachnida,Araneae,Lycosidae,Pardosa
4/4/2023,Edilberto Arango,research,33.28758641,-96.54547819,Aphonopelma hentzi,Texas Brown Tarantula,Animalia,Arthropoda,Arachnida,Araneae,Theraphosidae,Aphonopelma
4/4/2023,,research,33.03775406,-96.86168671,Ilex vomitoria,Yaupon Holly,Plantae,Tracheophyta,Magnoliopsida,Aquifoliales,Aquifoliaceae,Ilex
4/4/2023,Sandra Horton,needs_id,32.9065561,-96.83980893,Praticolella,Scrubsnails,Animalia,Mollusca,Gastropoda,Stylommatophora,Polygyridae,Praticolella
4/4/2023,Anna Mauk,needs_id,33.39428667,-97.567955,Plantago virginica,dwarf plantain,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,Plantago
4/4/2023,CN ER,needs_id,32.75766166,-96.45272166,Cossidae,Carpenter and Leopard Moths,Animalia,Arthropoda,Insecta,Lepidoptera,Cossidae,
4/3/2023,,research,32.67709438,-97.30777886,Abaeis nicippe,Sleepy Orange,Animalia,Arthropoda,Insecta,Lepidoptera,Pieridae,Abaeis
4/4/2023,Anna Mauk,research,33.39468833,-97.57006167,Trigonaspis polita,,Animalia,Arthropoda,Insecta,Hymenoptera,Cynipidae,Trigonaspis
4/4/2023,,needs_id,32.67616055,-97.30542038,Scutellaria,skullcaps,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Scutellaria
4/1/2023,Lisa Gewax,research,33.06911008,-96.96186905,Pyrus calleryana,Callery pear,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Pyrus
4/2/2023,Imelda E.,needs_id,33.25119625,-96.51383575,Amsonia,bluestars,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Apocynaceae,Amsonia
4/2/2023,Imelda E.,needs_id,33.25342725,-96.51526326,Rorippa,yellowcresses,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Rorippa
4/4/2023,Anna Mauk,needs_id,33.39468833,-97.57001333,Pyrus,pears,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Pyrus
4/4/2023,Crystal Flannery-Bachicha,needs_id,33.15937255,-96.8148684,Prunus,"plums, cherries, and allies",Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Prunus
4/4/2023,,needs_id,32.86385862,-96.72318576,Gaillardia,Blanketflowers,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Gaillardia
4/2/2023,Nick Kowalske,needs_id,32.87284167,-96.83941667,Corydalis curvisiliqua,Curvepod Fumewort,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Papaveraceae,Corydalis
4/4/2023,Jean H.,needs_id,33.08328611,-96.78455556,Desmanthus,bundleflowers,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Desmanthus
4/4/2023,Travis Beamon,needs_id,32.9049438,-97.35827329,Theridiidae,Cobweb Spiders,Animalia,Arthropoda,Arachnida,Araneae,Theridiidae,
4/4/2023,Anna Mauk,needs_id,33.395395,-97.57292167,Spiraea,meadowsweet,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Spiraea
4/4/2023,George Sims,research,33.08104852,-96.55006413,Forelius pruinosus,High Noon Ant,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Forelius
4/4/2023,Anna Mauk,needs_id,33.39512167,-97.57282167,Chaenomeles speciosa,Chinese quince,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Chaenomeles
4/4/2023,Anna Mauk,research,33.39529167,-97.57278333,Thorybes pylades,Northern Cloudywing,Animalia,Arthropoda,Insecta,Lepidoptera,Hesperiidae,Thorybes
4/4/2023,,research,33.2118371,-97.14236252,Aphonopelma anax,Texas Tan Tarantula,Animalia,Arthropoda,Arachnida,Araneae,Theraphosidae,Aphonopelma
4/4/2023,,needs_id,33.18792825,-96.72368901,Pangaeus bilineatus,Two-lined Burrowing Bug,Animalia,Arthropoda,Insecta,Hemiptera,Cydnidae,Pangaeus
4/4/2023,,needs_id,32.99297245,-96.69371043,Cryptotympanina,,Animalia,Arthropoda,Insecta,Hemiptera,Cicadidae,
4/2/2023,,needs_id,32.17765833,-96.88072167,Photinia,Christmas berries,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Photinia
4/4/2023,,needs_id,32.58577966,-97.1880677,Smilia,,Animalia,Arthropoda,Insecta,Hemiptera,Membracidae,Smilia
4/3/2023,Trey Finley,research,33.10080833,-97.11363883,Gratiana pallidula,Eggplant Tortoise Beetle,Animalia,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Gratiana
4/4/2023,Jim Frisinger,needs_id,32.66568332,-97.21982517,Onopordum acanthium,cotton thistle,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Onopordum
4/4/2023,,research,33.34756168,-97.15593564,Cyclospermum leptophyllum,Marsh parsley,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Cyclospermum
4/4/2023,JuneJuly,needs_id,32.33494111,-96.65619586,Arnoglossum,Indian Plantains,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Arnoglossum
4/4/2023,aorduna13,needs_id,32.5369891,-97.3099753,Capsella,Shepherd's-purses,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Capsella
4/4/2023,,research,33.06321959,-96.97944263,Arisaema dracontium,green dragon,Plantae,Tracheophyta,Liliopsida,Alismatales,Araceae,Arisaema
4/4/2023,Mindy Bray Shumate,needs_id,33.37236486,-97.00914592,Baccharis,,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Baccharis
4/4/2023,Val,needs_id,32.62877298,-97.37696263,Archips semiferanus,Oak Leafroller Moth,Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,Archips
4/4/2023,,needs_id,32.72234703,-96.99731219,Alcea,hollyhocks,Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,Alcea
4/3/2023,Adison Smith,research,32.59318,-96.949775,Nematocampa resistaria,Horned Spanworm Moth,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Nematocampa
4/1/2023,Cindy Ling,needs_id,32.94719403,-96.51765302,Verbenaceae,verbena family,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Verbenaceae,
4/4/2023,,needs_id,33.03853626,-97.33384207,Gryllinae,Field Crickets,Animalia,Arthropoda,Insecta,Orthoptera,Gryllidae,
4/4/2023,Anna Mauk,needs_id,33.398705,-97.57228,Ranunculus sceleratus,cursed crowfoot,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Ranunculus
4/4/2023,Anna Mauk,research,33.39908333,-97.57237167,Apantesis arge,Arge Moth,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Apantesis
4/4/2023,Anna Mauk,needs_id,33.396755,-97.57906333,Amblyomma,Bont Ticks,Animalia,Arthropoda,Arachnida,Ixodida,Ixodidae,Amblyomma
4/4/2023,Anna Mauk,needs_id,33.3997344,-97.56794862,Andropogon,bluestems,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Andropogon
4/4/2023,,needs_id,32.98900974,-96.82322312,Physaria,bladderpods,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Physaria
4/4/2023,Michele Frazier,research,32.73427,-97.34078833,Sisyrinchium micranthum,Blue Pigroot,Plantae,Tracheophyta,Liliopsida,Asparagales,Iridaceae,Sisyrinchium
4/4/2023,,research,33.28442396,-96.60917843,Avena fatua,wild oat,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Avena
4/4/2023,,research,33.28400801,-96.60634534,Rhus glabra,smooth sumac,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Anacardiaceae,Rhus
4/4/2023,,needs_id,32.89079531,-97.5949152,Micaria,,Animalia,Arthropoda,Arachnida,Araneae,Gnaphosidae,Micaria
4/4/2023,Rick Travis,needs_id,33.15795833,-96.81379667,Geum canadense,white avens,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Geum
4/4/2023,Rick Travis,research,33.15761117,-96.814445,Dorymyrmex flavus,Yellow Pyramid Ant,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Dorymyrmex
4/4/2023,Rick Travis,research,33.15786117,-96.81458333,Ulmus rubra,slippery elm,Plantae,Tracheophyta,Magnoliopsida,Rosales,Ulmaceae,Ulmus
4/4/2023,Rick Travis,research,33.1547195,-96.81646167,Ligustrum sinense,Chinese privet,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Oleaceae,Ligustrum
4/4/2023,Rick Travis,research,33.1540305,-96.81631333,Ailanthus altissima,tree-of-heaven,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Simaroubaceae,Ailanthus
4/4/2023,Stephanie,needs_id,33.25720471,-96.65435873,Paraugochloropsis,,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Augochloropsis
4/4/2023,,needs_id,32.67788466,-97.42593036,Fatoua villosa,hairy crabweed,Plantae,Tracheophyta,Magnoliopsida,Rosales,Moraceae,Fatoua
4/4/2023,Amy Rinehart,research,32.86667108,-97.07687639,Bignonia capreolata,cross vine,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Bignoniaceae,Bignonia
4/4/2023,Lois Diggs,needs_id,32.90005833,-96.745125,Cylindromyia,,Animalia,Arthropoda,Insecta,Diptera,Tachinidae,Cylindromyia
4/4/2023,Tabitha R,needs_id,32.30396824,-97.22378713,Catocala ilia,Ilia Underwing,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Catocala
4/3/2023,Nancy Pineda,research,32.75364769,-96.8504393,Blepharida rhois,Sumac Flea Beetle,Animalia,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Blepharida
4/4/2023,,needs_id,32.29785881,-96.63293274,Robinia pseudoacacia,black locust,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Robinia
4/4/2023,,needs_id,33.1362945,-97.15213883,Lopidea,Scarlet Plant Bugs,Animalia,Arthropoda,Insecta,Hemiptera,Miridae,Lopidea
4/4/2023,,needs_id,32.61422138,-97.53054731,Sciaroidea,Fungus Gnats and Gall Midges,Animalia,Arthropoda,Insecta,Diptera,,
4/4/2023,,research,33.13627217,-97.15222217,Peucetia viridans,Green Lynx Spider,Animalia,Arthropoda,Arachnida,Araneae,Oxyopidae,Peucetia
4/2/2023,Northcut,needs_id,32.75526167,-96.87921167,Lactista,,Animalia,Arthropoda,Insecta,Orthoptera,Acrididae,Lactista
4/4/2023,,needs_id,33.13606383,-97.15167217,Chrysopa,Stink Lacewings,Animalia,Arthropoda,Insecta,Neuroptera,Chrysopidae,Chrysopa
4/4/2023,,research,32.29692052,-96.63082428,Neltuma glandulosa glandulosa,Eastern Honey Mesquite,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Neltuma
4/4/2023,,needs_id,32.29779667,-96.63295833,Robinia,Locust Trees,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Robinia
4/4/2023,,needs_id,33.13632217,-97.15226117,Gymnoclytia,,Animalia,Arthropoda,Insecta,Diptera,Tachinidae,Gymnoclytia
4/4/2023,,needs_id,32.29664667,-96.63227,Polytaenia,,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Polytaenia
4/4/2023,,needs_id,33.13623883,-97.1521695,Stratiomyidae,Soldier Flies,Animalia,Arthropoda,Insecta,Diptera,Stratiomyidae,
4/4/2023,Emma Forshaw,research,33.02012058,-96.70256564,Ranatra,,Animalia,Arthropoda,Insecta,Hemiptera,Nepidae,Ranatra
4/4/2023,,needs_id,32.29732833,-96.63237,Triodanis perfoliata,clasping Venus's looking glass,Plantae,Tracheophyta,Magnoliopsida,Asterales,Campanulaceae,Triodanis
4/4/2023,,needs_id,32.73070258,-96.90784652,Stellaria,chickweeds,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Stellaria
4/2/2023,Alejandra Gage,research,33.245675,-97.13003617,Misogada unicolor,Drab Prominent,Animalia,Arthropoda,Insecta,Lepidoptera,Notodontidae,Misogada
4/4/2023,,needs_id,32.99476167,-97.37555,Sphenophorus cariosus,Nutgrass Billbug,Animalia,Arthropoda,Insecta,Coleoptera,Curculionidae,Sphenophorus
4/4/2023,,research,32.72853188,-96.90911982,Cucurbita foetidissima,Buffalo Gourd,Plantae,Tracheophyta,Magnoliopsida,Cucurbitales,Cucurbitaceae,Cucurbita
4/4/2023,,needs_id,32.72302573,-96.90377138,Thelesperma filifolium,stiff greenthread,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Thelesperma
4/4/2023,,needs_id,32.72296636,-96.90381013,Carduoideae,Thistles and Allies,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,
4/4/2023,,research,32.72677206,-97.1109064,Helenium amarum,Bitterweed,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Helenium
4/4/2023,RandyB,needs_id,33.09216842,-96.68794615,Clepsis,,Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,Clepsis
4/4/2023,Michele Brown,needs_id,32.72866032,-97.8653901,Rudbeckia,black-eyed Susans and coneflowers,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Rudbeckia
4/4/2023,,research,32.868045,-97.27566667,Lygus lineolaris,North American Tarnished Plant Bug,Animalia,Arthropoda,Insecta,Hemiptera,Miridae,Lygus
4/4/2023,Anna Mauk,needs_id,33.3987,-97.57231167,Chrysomelidae,Leaf Beetles,Animalia,Arthropoda,Insecta,Coleoptera,Chrysomelidae,
4/4/2023,,needs_id,32.29714667,-96.63014167,Sida abutilifolia,spreading sida,Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,Sida
4/4/2023,Anna Mauk,research,33.39530833,-97.57277833,Thorybes lyciades,Hoary Edge,Animalia,Arthropoda,Insecta,Lepidoptera,Hesperiidae,Thorybes
4/4/2023,,needs_id,32.29765091,-96.63070416,Lithospermum,"stoneseeds, puccoons, and gromwells",Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,Lithospermum
4/4/2023,,needs_id,32.78454293,-96.63192767,Commelinaceae,spiderworts,Plantae,Tracheophyta,Liliopsida,Commelinales,Commelinaceae,
4/4/2023,,needs_id,32.29699217,-96.63137917,Agavoideae,Century plant subfamily,Plantae,Tracheophyta,Liliopsida,Asparagales,Asparagaceae,
4/4/2023,,research,32.68378667,-97.22385333,Dione vanillae,Gulf Fritillary,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Dione
4/4/2023,,needs_id,32.29719019,-96.63258808,Fabaceae,legumes,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,
4/4/2023,,needs_id,33.17924766,-96.70777961,Clematis terniflora,autumn clematis,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Clematis
4/4/2023,Abigail Miller,needs_id,33.13278617,-97.15463883,Arenaria,,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Arenaria
4/4/2023,,research,32.759205,-97.13908333,Myriophyllum aquaticum,Parrot's feather,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Haloragaceae,Myriophyllum
4/4/2023,,research,32.68011016,-97.30427172,Silphium albiflorum,White rosinweed,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Silphium
4/4/2023,,needs_id,32.68004931,-97.30432595,Euphorbia,spurges,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Euphorbia
4/4/2023,,needs_id,32.95252,-97.27335333,Hypochaeris glabra,Smooth Cat's Ear,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Hypochaeris
4/4/2023,,needs_id,32.66364517,-97.42826203,Symphyotrichum oblongifolium,Aromatic Aster,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Symphyotrichum
4/4/2023,Stephanie Crahal,needs_id,33.11086957,-96.73480164,Isorhipis,,Animalia,Arthropoda,Insecta,Coleoptera,Eucnemidae,Isorhipis
4/4/2023,,needs_id,32.74877038,-97.3766461,Ligustrum lucidum,glossy privet,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Oleaceae,Ligustrum
4/4/2023,,research,32.47529951,-97.01031804,Lochmaeus bilineata,Double-lined Prominent,Animalia,Arthropoda,Insecta,Lepidoptera,Notodontidae,Lochmaeus
4/4/2023,,research,32.43598939,-97.27194842,Astyleiopus variegatus,,Animalia,Arthropoda,Insecta,Coleoptera,Cerambycidae,Astyleiopus
4/4/2023,,needs_id,32.77644585,-97.03355134,Acrididae,Short-horned Grasshoppers,Animalia,Arthropoda,Insecta,Orthoptera,Acrididae,
4/4/2023,Leah Murphy,needs_id,32.9865995,-96.897111,Lonicera,honeysuckles,Plantae,Tracheophyta,Magnoliopsida,Dipsacales,Caprifoliaceae,Lonicera
4/4/2023,,needs_id,32.69586135,-97.13807877,Tenthredinoidea,Typical Sawflies,Animalia,Arthropoda,Insecta,Hymenoptera,,
4/4/2023,,needs_id,32.9772644,-96.78691101,Cucurbita,gourds,Plantae,Tracheophyta,Magnoliopsida,Cucurbitales,Cucurbitaceae,Cucurbita
4/4/2023,,research,33.03974807,-96.38109945,Stigmella resplendensella,,Animalia,Arthropoda,Insecta,Lepidoptera,Nepticulidae,Stigmella
4/4/2023,Jaime Baxter-Slye,needs_id,32.96455231,-96.97148383,Ageratina,snakeroots,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Ageratina
4/4/2023,Jaime Baxter-Slye,needs_id,32.96458934,-96.97155261,Fatsia,,Plantae,Tracheophyta,Magnoliopsida,Apiales,Araliaceae,Fatsia
4/4/2023,Jaime Baxter-Slye,needs_id,32.96455445,-96.97154305,Aquilegia,columbines,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Aquilegia
4/4/2023,Jaime Baxter-Slye,needs_id,32.96460601,-96.97154279,Liliales,"lilies, supplejacks, and allies",Plantae,Tracheophyta,Liliopsida,Liliales,,
4/4/2023,Jaime Baxter-Slye,needs_id,32.96456618,-96.97168804,Lantana,lantanas,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Verbenaceae,Lantana
4/4/2023,Ty Allen,needs_id,32.47369972,-97.41229299,Psellidotus,,Animalia,Arthropoda,Insecta,Diptera,Stratiomyidae,Psellidotus
4/4/2023,Jaime Baxter-Slye,needs_id,32.9646013,-96.97166798,Gaura,beeblossoms,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Onagraceae,Oenothera
4/4/2023,Andrea Perez Diaz,needs_id,33.21381679,-97.14700811,Amaranthaceae,amaranths,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Amaranthaceae,
4/4/2023,,needs_id,32.9090364,-96.45006191,Formicidae,Ants,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,
4/4/2023,,needs_id,33.0920445,-96.68807167,Philodromus,Running Crab Spiders,Animalia,Arthropoda,Arachnida,Araneae,Philodromidae,Philodromus
4/4/2023,,needs_id,32.67797498,-97.6519245,Tipulidae,Large Crane Flies,Animalia,Arthropoda,Insecta,Diptera,Tipulidae,
4/4/2023,,needs_id,32.29714167,-96.63057,Opuntia lindheimeri,Texas Pricklypear,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Cactaceae,Opuntia
4/4/2023,,needs_id,32.67798667,-97.651925,Canthon viridis,,Animalia,Arthropoda,Insecta,Coleoptera,Scarabaeidae,Canthon
4/4/2023,,needs_id,32.75911167,-96.842955,Eutreta noveboracensis,,Animalia,Arthropoda,Insecta,Diptera,Tephritidae,Eutreta
4/4/2023,Jim Dobbins,research,32.96711509,-96.65838071,Lasioglossum fuscipenne,Dark-winged Sweat Bee,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum
4/3/2023,Elaine White,research,32.87188143,-96.64583065,Phoebis sennae,Cloudless Sulphur,Animalia,Arthropoda,Insecta,Lepidoptera,Pieridae,Phoebis
4/4/2023,,research,33.1097374,-97.10962677,Baccharis neglecta,Poverty Weed,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Baccharis
4/4/2023,Adison Smith,needs_id,32.59318,-96.949775,Chrysoperla,common green lacewings,Animalia,Arthropoda,Insecta,Neuroptera,Chrysopidae,Chrysoperla
4/4/2023,,research,32.81395555,-96.94889445,Bouteloua dactyloides,buffalograss,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Bouteloua
4/4/2023,,needs_id,33.11056137,-97.11333466,Vitis rotundifolia,muscadine,Plantae,Tracheophyta,Magnoliopsida,Vitales,Vitaceae,Vitis
4/2/2023,,needs_id,32.7816615,-97.3030592,Nomada,Nomad Bees,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Nomada
4/3/2023,,needs_id,32.7816615,-97.3030592,Emarginea percara,Beloved Emarginea Moth,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Emarginea
4/3/2023,,needs_id,32.7816615,-97.3030592,Laetilia coccidivora,Scale-feeding Snout,Animalia,Arthropoda,Insecta,Lepidoptera,Pyralidae,Laetilia
4/3/2023,,needs_id,32.7816615,-97.3030592,Zale,Zale Moths,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Zale
4/3/2023,,needs_id,32.7816615,-97.3030592,Pococera,,Animalia,Arthropoda,Insecta,Lepidoptera,Pyralidae,Pococera
4/3/2023,,needs_id,32.7816615,-97.3030592,Feltia subterranea,Subterranean Dart,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Feltia
4/3/2023,,needs_id,32.7816615,-97.3030592,Elaphria,Midgets,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Elaphria
4/4/2023,,needs_id,32.7816615,-97.3030592,Heteroptera,True Bugs,Animalia,Arthropoda,Insecta,Hemiptera,,
4/4/2023,Brooks Oakley,needs_id,32.78363056,-97.116675,Papaver rhoeas,common poppy,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Papaveraceae,Papaver
4/4/2023,Carol Mackey Shaffer,needs_id,33.02144783,-96.89457349,Erechtites hieraciifolius,American burnweed,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Erechtites
4/4/2023,Jim Dobbins,needs_id,32.96582789,-96.65643879,Cynomya cadaverina,Shiny Blue Bottle Fly,Animalia,Arthropoda,Insecta,Diptera,Calliphoridae,Cynomya
4/4/2023,Carol Mackey Shaffer,research,33.02144783,-96.89457349,Leptoglossus phyllopus,Eastern Leaf-footed Bug,Animalia,Arthropoda,Insecta,Hemiptera,Coreidae,Leptoglossus
4/4/2023,,research,33.11048508,-97.11508179,Penstemon tenuis,Sharpsepal Beardtongue,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,Penstemon
4/4/2023,,research,33.11045456,-97.11506653,Pavonia lasiopetala,Rose pavonia,Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,Pavonia
4/4/2023,Sandra Horton,research,32.90672931,-96.83962797,Agonum punctiforme,,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Agonum
4/4/2023,,research,32.64902167,-97.47609328,Zanthoxylum hirsutum,prickly ash,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Rutaceae,Zanthoxylum
4/3/2023,Elaine White,research,32.97360866,-96.62659456,Laphria macquarti,,Animalia,Arthropoda,Insecta,Diptera,Asilidae,Laphria
4/4/2023,Kimberlie Sasan,research,32.94286766,-97.2929434,Catapodium rigidum,Fern-grass,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Catapodium
4/4/2023,,research,32.64857828,-97.47739667,Evolvulus nuttallianus,Shaggy dwarf morning-glory,Plantae,Tracheophyta,Magnoliopsida,Solanales,Convolvulaceae,Evolvulus
4/4/2023,,needs_id,32.62195404,-97.56674632,Mimosoideae,"Acacias, Mimosas, mesquites, and allies",Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,
4/4/2023,,research,32.64828,-97.481215,Aquarius remigis,North American Common Water Strider,Animalia,Arthropoda,Insecta,Hemiptera,Gerridae,Aquarius
4/4/2023,,needs_id,32.62367736,-97.5668749,Senecioninae,,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,
4/4/2023,Katherine Evans,needs_id,33.10151803,-96.69217858,Tetranychidae,Spider Mites,Animalia,Arthropoda,Arachnida,Trombidiformes,Tetranychidae,
4/4/2023,Rick Travis,needs_id,33.12500283,-96.87789167,Cycloneda sanguinea,Spotless Lady Beetle,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Cycloneda
4/4/2023,Rick Travis,research,33.12495833,-96.87777833,Phacelia congesta,Blue Curls,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,Phacelia
4/4/2023,Duane Mortensen,needs_id,33.08755655,-96.57629426,Braconidae,Braconid Wasps,Animalia,Arthropoda,Insecta,Hymenoptera,Braconidae,
4/4/2023,,needs_id,32.67810833,-97.65215333,Bulia,,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Bulia
4/4/2023,Honest Abe,research,32.98520279,-96.6230545,Phlox drummondii,Drummond's phlox,Plantae,Tracheophyta,Magnoliopsida,Ericales,Polemoniaceae,Phlox
4/3/2023,Josh/Joshua,needs_id,32.67762156,-97.47380936,Ambrosia artemisiifolia,common ragweed,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Ambrosia
4/4/2023,acjci,needs_id,33.03850913,-96.66346864,Anomoglossus,,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Chlaenius
4/1/2023,,needs_id,32.61172278,-96.97254366,Physalis heterophylla,clammy groundcherry,Plantae,Tracheophyta,Magnoliopsida,Solanales,Solanaceae,Physalis
4/1/2023,,needs_id,32.60997222,-96.97395,Messatoporus,,Animalia,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,Messatoporus
4/1/2023,,research,32.60764444,-96.97491389,Aesculus glabra,Ohio buckeye,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Sapindaceae,Aesculus
4/4/2023,Cecilia Salisbury,needs_id,32.72961474,-97.12447554,Psychidae,Bagworm Moths,Animalia,Arthropoda,Insecta,Lepidoptera,Psychidae,
4/3/2023,Cecilia Salisbury,needs_id,32.72955975,-97.1245892,Hedypnois,,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Hedypnois
4/4/2023,acjci,needs_id,33.04281303,-96.66519847,Pintalia,,Animalia,Arthropoda,Insecta,Hemiptera,Cixiidae,Pintalia
4/4/2023,acjci,needs_id,33.04289062,-96.66534826,Medicago,medicks,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Medicago
4/4/2023,acjci,needs_id,33.03982557,-96.66413221,Gleditsia,honey locusts,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Gleditsia
4/4/2023,acjci,needs_id,33.04285283,-96.66514871,Eustala,,Animalia,Arthropoda,Arachnida,Araneae,Araneidae,Eustala
